lon,lat,name,description
7.556512355804443,44.42595740763378,EREDI SORLINO MARIO SNC,TORINO 238A/B/C 12100 - CUNEO - CN | Prezzo: 0.699 € | Data: 25/09/2025 11:44:28
7.54815478,44.3944411,PV SOCOGAS RETE CUNEO BELLAVISTA,Discesa Bellavista  12100 - CUNEO - CN | Prezzo: 0.639 € | Data: 29/09/2025 07:16:36
7.54090055,44.4002302,SOCOGAS RETE  CUNEO OLMO PV 210310,VIA S.S.20 AL KM.74+463 VIA TORINO  19 12100 - CUNEO - CN | Prezzo: 0.689 € | Data: 29/09/2025 08:04:16
7.5370154,44.398596,SOCOGAS RETE CUNEO RONCATA PV 210069 ,Via Roncata 108  12100 - CUNEO - CN | Prezzo: 0.689 € | Data: 29/09/2025 00:26:03
7.899930091242173,44.50616336575898,Socogas di Lucely Forero,STR. PROVINCIALE DELLE LANGHE 9 12060 - FARIGLIANO - CN | Prezzo: 0.679 € | Data: 26/09/2025 08:06:56
7.70810008,44.5462999,ESSO FOSSANO PV 361386,Via Villafalletto 29/A  12045 - FOSSANO - CN | Prezzo: 0.649 € | Data: 29/09/2025 08:02:13
7.712951320209413,44.5547316050886,FOSSANO,VIA CERESOLIA 1 12045 - FOSSANO - CN | Prezzo: 0.649 € | Data: 23/09/2025 08:18:44
7.742172181606293,44.658408452198756,totalerg,"Statale 662 di Savigliano, Km. 7.715, dir. bra - 12030 - MARENE - CN | Prezzo: 0.719 € | Data: 25/09/2025 11:11:04"
7.628213762313862,44.677040078217416,Monasterolo di Savigliano,SAVIGLIANO 49/A 12030 - MONASTEROLO DI SAVIGLIANO - CN | Prezzo: 0.649 € | Data: 23/09/2025 12:43:29
7.788379937410355,44.41161189085924,IP MONDOVI' VIA CUNEO 107,VIA CUNEO 107 12084 - MONDOVÌ - CN | Prezzo: 0.679 € | Data: 25/09/2025 07:52:50
7.816348,44.39826,MONDOVI EST,"Autostrada A6 TORINO-SAVONA,  Km. 64, dir. NORD 12084 - MONDOVÌ - CN | Prezzo: 0.858 € | Data: 26/09/2025 10:00:06"
7.823794,44.398432,PV Q8 MONDOVI' LANGHE,Via delle Langhe 7 12084 - MONDOVÌ - CN | Prezzo: 0.679 € | Data: 29/09/2025 07:58:07
7.663991153240204,44.45633646796895,faccia da bar,via circonvallazione 5 12040 - MONTANERA - CN | Prezzo: 0.649 € | Data: 25/09/2025 15:17:48
7.8184448,44.384256,STAZIONE SERVIZO ESSO,CUNEO 22/A 12040 - MOROZZO - CN | Prezzo: 0.679 € | Data: 26/09/2025 10:47:22
7.9353263341430536,44.406376347227116,DISCAR NIELLA TANARO,"VIA VIA LESEGNO ANGOLO VIA ROCCA CIGLIE' S/N 12060, NIELLA TANARO (CN) SN 12060 - NIELLA TANARO - CN | Prezzo: 0.669 € | Data: 29/09/2025 08:10:13"
8.0763520000123,44.371813000123,PRIERO OVEST,"A6 TORINO-SAVONA, Km. 84.00, SAVONA - 12070 - PRIERO - CN | Prezzo: 0.798 € | Data: 25/09/2025 08:55:30"
7.6748664723872935,44.758066669514115,RACCONIGI - PRINCIPE DI PIEMONTE,VIA PRINCIPE DI PIEMONTE 110 12035 - RACCONIGI - CN | Prezzo: 0.719 € | Data: 28/09/2025 09:01:18
7.69896617,44.8121621,SOCOGAS SPA RACCONIGI PV 210545,S.S. 20 KM 24  12035 - RACCONIGI - CN | Prezzo: 0.689 € | Data: 29/09/2025 00:08:14
7.40374,44.65734,H2O,SP26 Km. 6+224  12036 - REVELLO - CN | Prezzo: 0.659 € | Data: 27/09/2025 08:16:34
7.346340233135265,44.64769809176585,DALLE RIFREDDO,VIA PROVINCIALE 23 12030 - RIFREDDO - CN | Prezzo: 0.654 € | Data: 29/09/2025 07:35:31
7.944137156009674,44.683333384071204,IP,VIA D.D. CASTELLI STR.PROV 7  12060 - RODDI - CN | Prezzo: 0.679 € | Data: 23/09/2025 11:31:20
